case_id,benchmark,model,n_runs,dar,modal_decision,n_unique_decisions,dcb,has_trajectory,tar,n_unique_trajectories,dar_tar_gap,has_evidence,ecd,scde
DQ-027,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,0.3333333333333333,3,0.6666666666666667,True,0.7367724867724869,0.7367724867724869
DQ-027,dataops,gemini-2.0-flash,3,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-027,dataops,gemma4_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-027,dataops,gpt-oss_20b,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-027,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-027,dataops,qwen2.5_7b-instruct,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-027,dataops,qwen3.5_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-028,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.5515873015873016,0.5515873015873016
DQ-028,dataops,gemini-2.0-flash,3,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.3333333333333333,0.3333333333333333
DQ-028,dataops,gemma4_latest,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-028,dataops,gpt-oss_20b,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-028,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-028,dataops,qwen2.5_7b-instruct,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-028,dataops,qwen3.5_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-029,dataops,claude-sonnet-4-20250514,3,0.6666666666666666,quarantine,2,0.42061983571430506,True,0.3333333333333333,3,0.3333333333333333,False,,
DQ-029,dataops,gemini-2.0-flash,3,1.0,escalate,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.3333333333333333,0.3333333333333333
DQ-029,dataops,gemma4_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-029,dataops,gpt-oss_20b,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-029,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-029,dataops,qwen2.5_7b-instruct,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-029,dataops,qwen3.5_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-030,dataops,claude-sonnet-4-20250514,3,0.6666666666666666,escalate,2,0.42061983571430506,True,0.6666666666666666,2,0.0,False,,
DQ-030,dataops,gemini-2.0-flash,3,1.0,escalate,1,1.0,True,0.3333333333333333,3,0.6666666666666667,True,0.22222222222222224,0.22222222222222224
DQ-030,dataops,gemma4_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-030,dataops,gpt-oss_20b,8,1.0,escalate,1,1.0,True,0.875,2,0.125,True,0.0625,0.0625
DQ-030,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-030,dataops,qwen2.5_7b-instruct,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-030,dataops,qwen3.5_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-031,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.5416666666666666,0.5416666666666666
DQ-031,dataops,gemini-2.0-flash,3,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-031,dataops,gemma4_latest,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-031,dataops,gpt-oss_20b,8,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-031,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-031,dataops,qwen2.5_7b-instruct,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-031,dataops,qwen3.5_latest,8,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-032,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.5714285714285714,0.5714285714285714
DQ-032,dataops,gemini-2.0-flash,3,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-032,dataops,gemma4_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-032,dataops,gpt-oss_20b,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-032,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-032,dataops,qwen2.5_7b-instruct,8,0.875,escalate,2,0.6570490198018722,True,0.875,2,0.0,False,,
DQ-032,dataops,qwen3.5_latest,8,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-033,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.4920634920634921,0.4920634920634921
DQ-033,dataops,gemini-2.0-flash,3,1.0,quarantine,1,1.0,True,0.3333333333333333,3,0.6666666666666667,True,0.5515873015873016,0.5515873015873016
DQ-033,dataops,gemma4_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-033,dataops,gpt-oss_20b,8,0.875,escalate,2,0.6570490198018722,True,0.875,2,0.0,False,,
DQ-033,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-033,dataops,qwen2.5_7b-instruct,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-033,dataops,qwen3.5_latest,8,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-034,dataops,claude-sonnet-4-20250514,3,0.6666666666666666,quarantine,2,0.42061983571430506,True,0.6666666666666666,2,0.0,False,,
DQ-034,dataops,gemini-2.0-flash,3,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.3333333333333333,0.3333333333333333
DQ-034,dataops,gemma4_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-034,dataops,gpt-oss_20b,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-034,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-034,dataops,qwen2.5_7b-instruct,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-034,dataops,qwen3.5_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-035,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.5714285714285714,0.5714285714285714
DQ-035,dataops,gemini-2.0-flash,3,1.0,escalate,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.4166666666666667,0.4166666666666667
DQ-035,dataops,gemma4_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-035,dataops,gpt-oss_20b,8,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-035,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-035,dataops,qwen2.5_7b-instruct,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-035,dataops,qwen3.5_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-036,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.38095238095238093,0.38095238095238093
DQ-036,dataops,gemini-2.0-flash,3,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-036,dataops,gemma4_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.125,0.125
DQ-036,dataops,gpt-oss_20b,8,0.875,quarantine,2,0.6570490198018722,True,0.875,2,0.0,False,,
DQ-036,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-036,dataops,qwen2.5_7b-instruct,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-036,dataops,qwen3.5_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-037,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,0.3333333333333333,3,0.6666666666666667,True,0.6904761904761904,0.6904761904761904
DQ-037,dataops,gemini-2.0-flash,3,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-037,dataops,gemma4_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-037,dataops,gpt-oss_20b,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-037,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-037,dataops,qwen2.5_7b-instruct,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-037,dataops,qwen3.5_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-038,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.6904761904761904,0.6904761904761904
DQ-038,dataops,gemini-2.0-flash,3,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-038,dataops,gemma4_latest,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.1,0.1
DQ-038,dataops,gpt-oss_20b,8,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-038,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-038,dataops,qwen2.5_7b-instruct,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-038,dataops,qwen3.5_latest,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-039,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.4920634920634921,0.4920634920634921
DQ-039,dataops,gemini-2.0-flash,3,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-039,dataops,gemma4_latest,8,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-039,dataops,gpt-oss_20b,8,0.875,quarantine,2,0.6570490198018722,True,0.875,2,0.0,False,,
DQ-039,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-039,dataops,qwen2.5_7b-instruct,8,0.875,auto_fix,2,0.6570490198018722,True,0.875,2,0.0,False,,
DQ-039,dataops,qwen3.5_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-040,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.4920634920634921,0.4920634920634921
DQ-040,dataops,gemini-2.0-flash,3,0.6666666666666666,quarantine,2,0.42061983571430506,True,0.6666666666666666,2,0.0,False,,
DQ-040,dataops,gemma4_latest,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-040,dataops,gpt-oss_20b,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-040,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-040,dataops,qwen2.5_7b-instruct,8,0.875,quarantine,2,0.6570490198018722,True,1.0,1,-0.125,False,,
DQ-040,dataops,qwen3.5_latest,8,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-041,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.41269841269841273,0.41269841269841273
DQ-041,dataops,gemini-2.0-flash,3,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-041,dataops,gemma4_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-041,dataops,gpt-oss_20b,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.16666666666666669,0.16666666666666669
DQ-041,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-041,dataops,qwen2.5_7b-instruct,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-041,dataops,qwen3.5_latest,8,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-042,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.6309523809523809,0.6309523809523809
DQ-042,dataops,gemini-2.0-flash,3,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-042,dataops,gemma4_latest,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-042,dataops,gpt-oss_20b,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-042,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-042,dataops,qwen2.5_7b-instruct,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-042,dataops,qwen3.5_latest,8,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-043,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.4920634920634921,0.4920634920634921
DQ-043,dataops,gemini-2.0-flash,3,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-043,dataops,gemma4_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-043,dataops,gpt-oss_20b,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-043,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-043,dataops,qwen2.5_7b-instruct,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-043,dataops,qwen3.5_latest,8,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-044,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.6111111111111112,0.6111111111111112
DQ-044,dataops,gemini-2.0-flash,3,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-044,dataops,gemma4_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-044,dataops,gpt-oss_20b,8,0.875,escalate,2,0.6570490198018722,True,0.875,2,0.0,False,,
DQ-044,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-044,dataops,qwen2.5_7b-instruct,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-044,dataops,qwen3.5_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-045,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,0.3333333333333333,3,0.6666666666666667,True,0.6904761904761904,0.6904761904761904
DQ-045,dataops,gemini-2.0-flash,3,1.0,escalate,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.3333333333333333,0.3333333333333333
DQ-045,dataops,gemma4_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-045,dataops,gpt-oss_20b,8,1.0,quarantine,1,1.0,True,0.875,2,0.125,True,0.08333333333333334,0.08333333333333334
DQ-045,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-045,dataops,qwen2.5_7b-instruct,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-045,dataops,qwen3.5_latest,8,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-046,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,0.3333333333333333,3,0.6666666666666667,True,0.22222222222222224,0.22222222222222224
DQ-046,dataops,gemini-2.0-flash,3,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-046,dataops,gemma4_latest,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-046,dataops,gpt-oss_20b,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-046,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-046,dataops,qwen2.5_7b-instruct,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-046,dataops,qwen3.5_latest,8,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-047,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.6904761904761904,0.6904761904761904
DQ-047,dataops,gemini-2.0-flash,3,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-047,dataops,gemma4_latest,8,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-047,dataops,gpt-oss_20b,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-047,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-047,dataops,qwen2.5_7b-instruct,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-047,dataops,qwen3.5_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-048,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.5515873015873015,0.5515873015873015
DQ-048,dataops,gemini-2.0-flash,3,1.0,escalate,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.39999999999999997,0.39999999999999997
DQ-048,dataops,gemma4_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-048,dataops,gpt-oss_20b,8,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-048,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-048,dataops,qwen2.5_7b-instruct,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-048,dataops,qwen3.5_latest,8,1.0,auto_fix,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-049,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.6309523809523809,0.6309523809523809
DQ-049,dataops,gemini-2.0-flash,3,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-049,dataops,gemma4_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-049,dataops,gpt-oss_20b,8,0.875,escalate,2,0.6570490198018722,True,0.875,2,0.0,False,,
DQ-049,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-049,dataops,qwen2.5_7b-instruct,8,1.0,quarantine,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-049,dataops,qwen3.5_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-050,dataops,claude-sonnet-4-20250514,3,1.0,quarantine,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.4238095238095238,0.4238095238095238
DQ-050,dataops,gemini-2.0-flash,3,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-050,dataops,gemma4_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-050,dataops,gpt-oss_20b,8,1.0,auto_fix,1,1.0,True,0.875,2,0.125,True,0.125,0.125
DQ-050,dataops,granite3.3_latest,8,1.0,auto_fix,1,1.0,False,,0,,False,,
DQ-050,dataops,qwen2.5_7b-instruct,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
DQ-050,dataops,qwen3.5_latest,8,1.0,escalate,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-001,portfolio,claude-opus-4-20250514,3,1.0,modify,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-001,portfolio,claude-sonnet-4-20250514,3,1.0,reject,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-001,portfolio,gemini-2.0-flash,3,1.0,reject,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-001,portfolio,gemini-2.5-pro,3,0.6666666666666666,modify,2,0.42061983571430506,True,0.6666666666666666,2,0.0,False,,
TRADE-001,portfolio,gemma4_latest,8,1.0,reject,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-001,portfolio,gpt-oss_20b,8,1.0,reject,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-001,portfolio,granite3.3_latest,8,1.0,approve,1,1.0,False,,0,,False,,
TRADE-001,portfolio,mistral_7b,8,1.0,approve,1,1.0,False,,0,,False,,
TRADE-001,portfolio,qwen2.5_7b-instruct,8,1.0,modify,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-001,portfolio,qwen3.5_latest,8,1.0,modify,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-002,portfolio,claude-opus-4-20250514,3,1.0,modify,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-002,portfolio,claude-sonnet-4-20250514,3,1.0,reject,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-002,portfolio,gemini-2.0-flash,3,1.0,reject,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-002,portfolio,gemini-2.5-pro,3,0.6666666666666666,reject,2,0.42061983571430506,True,1.0,1,-0.33333333333333337,False,,
TRADE-002,portfolio,gemma4_latest,8,1.0,reject,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-002,portfolio,gpt-oss_20b,8,1.0,reject,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-002,portfolio,granite3.3_latest,8,1.0,reject,1,1.0,False,,0,,False,,
TRADE-002,portfolio,mistral_7b,8,1.0,approve,1,1.0,False,,0,,False,,
TRADE-002,portfolio,qwen2.5_7b-instruct,8,1.0,modify,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-002,portfolio,qwen3.5_latest,8,1.0,modify,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-003,portfolio,claude-opus-4-20250514,3,0.6666666666666666,reject,2,0.42061983571430506,True,0.6666666666666666,2,0.0,False,,
TRADE-003,portfolio,claude-sonnet-4-20250514,3,1.0,reject,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-003,portfolio,gemini-2.0-flash,3,0.6666666666666666,reject,2,0.42061983571430506,True,0.6666666666666666,2,0.0,False,,
TRADE-003,portfolio,gemini-2.5-pro,3,0.6666666666666666,reject,2,0.42061983571430506,True,1.0,1,-0.33333333333333337,False,,
TRADE-003,portfolio,gemma4_latest,8,1.0,modify,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-003,portfolio,gpt-oss_20b,8,1.0,reject,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-003,portfolio,granite3.3_latest,8,0.875,reject,2,0.6570490198018722,False,,0,,False,,
TRADE-003,portfolio,mistral_7b,8,1.0,approve,1,1.0,False,,0,,False,,
TRADE-003,portfolio,qwen2.5_7b-instruct,8,1.0,reject,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-003,portfolio,qwen3.5_latest,8,1.0,reject,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-004,portfolio,claude-opus-4-20250514,3,1.0,approve,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-004,portfolio,claude-sonnet-4-20250514,3,1.0,approve,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.1333333333333333,0.1333333333333333
TRADE-004,portfolio,gemini-2.0-flash,3,1.0,approve,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-004,portfolio,gemini-2.5-pro,3,1.0,approve,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.22222222222222224,0.22222222222222224
TRADE-004,portfolio,gemma4_latest,8,1.0,approve,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-004,portfolio,gpt-oss_20b,8,1.0,reject,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-004,portfolio,granite3.3_latest,8,1.0,approve,1,1.0,False,,0,,False,,
TRADE-004,portfolio,mistral_7b,8,1.0,approve,1,1.0,False,,0,,False,,
TRADE-004,portfolio,qwen2.5_7b-instruct,8,1.0,modify,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-005,portfolio,claude-opus-4-20250514,3,1.0,modify,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.0,0.0
TRADE-005,portfolio,claude-sonnet-4-20250514,3,1.0,reject,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.1333333333333333,0.1333333333333333
TRADE-005,portfolio,gemini-2.0-flash,3,1.0,reject,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-005,portfolio,gemini-2.5-pro,3,0.6666666666666666,modify,2,0.42061983571430506,True,0.5,2,0.16666666666666663,False,,
TRADE-005,portfolio,gemma4_latest,8,1.0,approve,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-005,portfolio,gpt-oss_20b,8,1.0,reject,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-005,portfolio,granite3.3_latest,8,1.0,approve,1,1.0,False,,0,,False,,
TRADE-005,portfolio,mistral_7b,8,1.0,approve,1,1.0,False,,0,,False,,
TRADE-005,portfolio,qwen2.5_7b-instruct,8,1.0,reject,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-006,portfolio,claude-opus-4-20250514,3,0.6666666666666666,modify,2,0.42061983571430506,True,0.6666666666666666,2,0.0,False,,
TRADE-006,portfolio,claude-sonnet-4-20250514,3,1.0,reject,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-006,portfolio,gemini-2.0-flash,3,1.0,reject,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-006,portfolio,gemini-2.5-pro,3,1.0,modify,1,1.0,True,0.5,2,0.5,True,0.5,0.5
TRADE-006,portfolio,gemma4_latest,8,1.0,reject,1,1.0,True,0.875,2,0.125,True,0.0625,0.0625
TRADE-006,portfolio,gpt-oss_20b,8,1.0,reject,1,1.0,True,0.875,2,0.125,True,0.16666666666666669,0.16666666666666669
TRADE-006,portfolio,granite3.3_latest,8,1.0,approve,1,1.0,False,,0,,False,,
TRADE-006,portfolio,mistral_7b,8,1.0,approve,1,1.0,False,,0,,False,,
TRADE-006,portfolio,qwen2.5_7b-instruct,8,1.0,modify,1,1.0,True,1.0,1,0.0,True,0.0,0.0
TRADE-007,portfolio,claude-opus-4-20250514,3,1.0,modify,1,1.0,True,0.6666666666666666,2,0.33333333333333337,True,0.1333333333333333,0.1333333333333333
TRADE-007,portfolio,claude-sonnet-4-20250514,3,0.6666666666666666,modify,2,0.42061983571430506,True,1.0,1,-0.33333333333333337,False,,
